1702506359.878533,3
1702506359.986151,8
1702506360.094532,19
1702506360.202673,32
1702506360.311014,38
1702506360.421009,44
1702506360.525485,51
1702506360.632431,58
1702506360.737135,67
1702506360.844208,74
1702506360.952705,83
1702506361.062324,90
1702506361.171364,100
1702506361.280208,100
1702506361.384811,100
1702506361.489083,100
1702506361.593274,100
1702506361.700468,100
1702506361.808862,100
1702506361.918286,100
1702506362.031104,100
1702506362.158619,100
1702506362.266250,100
1702506362.374382,100
1702506362.483093,100
1702506362.592210,100
1702506362.701061,100
1702506362.810629,100
1702506362.920157,100
1702506363.025461,100
1702506363.132213,100
1702506363.241020,100
1702506363.350923,100
1702506363.460541,100
1702506363.569431,100
1702506363.678387,100
1702506363.786882,100
1702506363.895386,100
1702506364.004154,100
1702506364.113665,100
1702506364.222969,100
1702506364.332544,100
1702506364.443738,99
1702506364.548637,100
1702506364.656245,100
1702506364.765635,99
1702506364.874097,100
1702506364.983285,100
1702506365.091911,100
1702506365.201000,100
1702506365.309973,100
1702506365.417366,99
1702506365.523744,100
1702506365.631051,100
1702506365.740019,100
1702506365.848620,100
1702506365.956902,100
1702506366.066648,100
1702506366.175467,100
1702506366.285289,100
1702506366.394046,100
1702506366.503235,100
1702506366.611558,100
1702506366.720583,100
1702506366.829399,100
1702506366.938902,100
1702506367.048073,100
1702506367.156870,100
1702506367.265837,100
1702506367.374346,93
1702506367.483594,87
1702506367.593410,80
1702506367.698097,77
1702506367.805015,76
1702506367.913649,78
1702506368.023604,78
1702506368.132869,79
1702506368.241005,72
1702506368.348671,67
1702506368.456540,53
1702506368.561809,39
1702506368.668417,25
1702506368.777022,11
1702506368.885214,72
1702506368.994771,73
1702506369.102070,74
1702506369.207580,76
1702506369.315585,77
1702506369.424052,78
1702506369.528782,78
1702506369.635878,80
1702506369.745486,80
1702506369.864740,78
1702506369.974401,80
1702506370.082862,80
1702506370.191633,80
1702506370.299722,80
1702506370.408119,80
1702506370.517971,80
1702506370.627149,79
1702506370.736060,79
1702506370.842508,79
1702506370.947666,79
1702506371.051510,79
1702506371.158983,79
1702506371.267360,79
1702506371.375819,79
1702506371.484292,79
1702506371.592544,80
1702506371.702647,80
1702506371.811195,80
1702506371.920303,80
1702506372.029276,79
1702506372.137697,79
1702506372.246474,78
1702506372.351842,78
1702506372.458765,78
1702506372.567159,79
1702506372.675027,79
1702506372.782952,79
1702506372.891923,79
1702506373.001050,79
1702506373.110057,79
1702506373.218879,79
1702506373.327213,81
1702506373.436262,81
1702506373.544139,81
1702506373.652173,81
1702506373.760231,81
1702506373.869423,81
1702506373.978638,81
1702506374.089488,81
1702506374.197801,81
1702506374.306180,81
1702506374.414402,81
1702506374.522910,82
1702506374.630855,83
1702506374.738757,83
1702506374.846512,82
1702506374.956549,82
1702506375.064718,82
1702506375.172999,82
1702506375.281710,82
1702506375.390431,81
1702506375.496459,81
1702506375.607930,80
1702506375.715179,81
1702506375.823660,81
1702506375.932274,81
1702506376.040620,82
1702506376.149202,82
1702506376.258597,82
1702506376.367425,82
1702506376.476457,82
1702506376.581728,83
1702506376.686541,83
1702506376.792808,83
1702506376.896852,83
1702506377.001324,83
1702506377.109460,83
1702506377.216281,83
1702506377.321484,83
1702506377.426969,83
1702506377.531820,83
1702506377.639724,82
1702506377.749286,82
1702506377.856323,82
1702506377.960590,83
1702506378.067782,82
1702506378.176388,82
1702506378.281623,82
1702506378.388803,82
1702506378.497614,82
1702506378.603933,82
1702506378.708569,82
1702506378.813018,83
1702506378.918188,83
1702506379.027783,83
1702506379.135378,83
1702506379.242634,83
1702506379.350436,83
1702506379.458619,83
1702506379.567348,83
1702506379.675352,83
1702506379.783262,83
1702506379.891986,84
1702506380.000450,84
1702506380.105237,84
1702506380.214599,83
1702506380.318514,83
1702506380.427065,83
1702506380.539215,83
1702506380.643257,83
1702506380.750462,83
1702506380.858928,83
1702506380.968309,83
1702506381.075711,83
1702506381.183640,83
1702506381.291820,83
1702506381.400709,84
1702506381.508881,84
1702506381.617878,84
1702506381.726729,84
1702506381.835565,83
1702506381.944002,83
1702506382.052546,83
1702506382.169333,83
1702506382.278180,83
1702506382.386610,83
1702506382.496483,83
1702506382.604419,84
1702506382.713217,84
1702506382.821943,84
1702506382.930647,84
1702506383.037365,85
1702506383.146531,85
1702506383.251489,84
1702506383.360515,84
1702506383.469444,84
1702506383.578257,84
1702506383.686372,84
1702506383.795143,85
1702506383.902236,85
1702506384.010339,85
1702506384.118962,86
1702506384.229265,86
1702506384.338728,86
1702506384.447554,86
1702506384.555908,86
1702506384.664252,86
1702506384.769061,86
1702506384.878727,86
1702506384.988765,85
1702506385.093799,85
1702506385.200869,85
1702506385.309573,85
1702506385.418070,85
1702506385.527862,86
1702506385.635681,87
1702506385.744490,86
1702506385.855017,86
1702506385.964500,86
1702506386.073367,86
1702506386.181640,86
1702506386.290184,86
1702506386.400625,86
1702506386.509154,86
1702506386.615643,86
1702506386.723664,86
1702506386.832833,87
1702506386.941735,87
1702506387.051139,87
1702506387.160228,87
1702506387.269144,87
1702506387.380469,87
1702506387.489237,87
1702506387.598923,87
1702506387.708889,87
1702506387.817899,87
1702506387.924697,87
1702506388.033370,87
1702506388.143098,86
1702506388.251623,86
1702506388.360472,86
1702506388.469039,87
1702506388.578387,87
1702506388.686213,87
1702506388.794756,87
1702506388.903502,87
1702506389.011926,87
1702506389.120402,87
1702506389.229954,87
1702506389.338440,87
1702506389.443081,87
1702506389.546830,87
1702506389.654377,87
1702506389.768434,87
1702506389.873173,87
1702506389.980483,87
1702506390.088928,86
1702506390.197613,87
1702506390.306283,87
1702506390.415179,87
1702506390.523774,87
1702506390.632014,87
1702506390.740656,88
1702506390.849311,88
1702506390.957682,88
1702506391.066383,88
1702506391.176064,88
1702506391.284717,88
1702506391.393098,88
1702506391.501727,89
1702506391.621754,88
1702506391.730733,90
1702506391.836480,90
1702506391.944471,89
1702506392.054623,89
1702506392.162909,89
1702506392.272164,89
1702506392.380471,88
1702506392.490246,88
1702506392.598078,88
1702506392.706265,88
1702506392.814934,88
1702506392.923371,88
1702506393.031836,89
1702506393.140563,89
1702506393.249291,89
1702506393.357922,89
1702506393.467749,89
1702506393.576324,88
1702506393.684599,88
1702506393.792783,88
1702506393.901281,88
1702506394.010068,89
1702506394.115264,89
1702506394.222918,89
1702506394.332325,89
1702506394.441161,89
1702506394.547490,89
1702506394.655786,89
1702506394.764776,89
1702506394.873736,89
1702506394.982214,89
1702506395.086896,89
1702506395.195172,88
1702506395.304287,88
1702506395.411881,88
1702506395.520568,88
1702506395.628434,88
1702506395.736258,89
1702506395.845019,89
1702506395.953783,90
1702506396.063784,90
1702506396.172032,90
1702506396.280420,90
1702506396.389457,90
1702506396.498060,90
1702506396.606633,90
1702506396.716597,90
1702506396.826089,89
1702506396.934875,89
1702506397.042859,89
1702506397.152410,90
1702506397.258358,90
1702506397.366432,90
1702506397.475574,90
1702506397.584246,91
1702506397.693310,91
1702506397.802128,91
1702506397.912252,91
1702506398.020824,91
1702506398.129355,91
1702506398.234385,90
1702506398.337842,90
1702506398.441719,90
1702506398.545969,91
1702506398.652697,91
1702506398.757570,91
1702506398.864594,91
1702506398.973833,92
1702506399.082658,92
1702506399.191371,92
1702506399.300230,92
1702506399.409145,92
1702506399.522926,92
1702506399.630133,93
1702506399.735765,93
1702506399.843686,92
1702506399.952760,92
1702506400.062175,92
1702506400.171541,91
1702506400.280451,91
1702506400.390385,92
1702506400.502666,92
1702506400.610827,93
1702506400.719380,94
1702506400.827493,94
1702506400.936105,94
1702506401.044900,94
1702506401.154515,94
1702506401.263200,94
1702506401.371389,94
1702506401.479829,94
1702506401.590258,92
1702506401.699118,91
1702506401.807456,91
1702506401.912285,92
1702506402.019986,92
1702506402.128113,92
1702506402.237802,92
1702506402.346981,92
1702506402.455443,92
1702506402.563609,92
1702506402.671620,92
1702506402.780513,92
1702506402.889368,92
1702506402.998292,92
1702506403.106811,92
1702506403.215665,92
1702506403.324985,93
1702506403.429862,93
1702506403.536847,93
1702506403.645173,93
1702506403.749818,92
1702506403.857801,92
1702506403.966769,92
1702506404.075462,92
1702506404.184728,92
1702506404.293255,92
1702506404.402931,92
1702506404.512069,92
1702506404.620609,93
1702506404.730889,93
1702506404.844561,94
1702506404.953058,92
1702506405.061510,89
1702506405.169748,82
1702506405.279046,78
1702506405.387929,76
1702506405.497229,75
1702506405.605712,75
1702506405.714678,76
1702506405.823839,76
1702506405.932402,76
1702506406.040738,76
1702506406.149620,77
1702506406.258339,76
1702506406.366858,77
1702506406.476356,76
1702506406.581213,78
1702506406.688582,78
1702506406.797764,78
1702506406.907145,77
1702506407.015179,77
1702506407.123307,77
1702506407.229047,77
1702506407.336400,76
1702506407.444896,77
1702506407.549522,77
1702506407.656720,79
1702506407.764599,80
1702506407.872849,80
1702506407.981530,80
1702506408.090221,80
1702506408.199272,80
1702506408.307670,80
1702506408.416866,79
1702506408.525997,79
1702506408.634634,78
1702506408.743814,79
1702506408.852014,79
1702506408.961084,80
1702506409.070344,80
1702506409.179001,80
1702506409.287723,80
1702506409.396154,80
1702506409.501969,80
1702506409.609685,80
1702506409.715384,80
1702506409.823281,79
1702506409.932265,80
1702506410.042250,79
1702506410.150403,79
1702506410.258312,79
1702506410.366931,79
1702506410.476126,79
1702506410.581331,80
1702506410.688537,80
1702506410.797119,80
1702506410.906209,79
1702506411.014966,79
1702506411.120216,79
1702506411.223712,79
1702506411.330842,79
1702506411.440059,79
1702506411.546513,79
1702506411.654457,79
1702506411.763295,79
1702506411.872851,78
1702506411.982056,78
1702506412.091342,80
1702506412.200304,80
1702506412.310143,80
1702506412.448987,80
1702506412.553967,80
1702506412.661125,80
1702506412.765981,80
1702506412.873366,80
1702506412.982282,80
1702506413.091889,80
1702506413.200226,81
1702506413.308775,80
1702506413.419631,80
1702506413.528176,80
1702506413.634651,80
1702506413.742385,80
1702506413.848473,80
1702506413.952380,80
1702506414.059486,80
1702506414.165446,80
1702506414.269312,80
1702506414.373371,81
1702506414.480310,81
1702506414.588018,81
1702506414.694238,81
1702506414.804266,82
1702506414.911592,82
1702506415.021171,81
1702506415.130455,81
1702506415.243019,82
1702506415.351772,82
1702506415.460553,82
1702506415.566046,82
1702506415.674135,82
1702506415.782265,82
1702506415.887043,83
1702506415.994480,83
1702506416.103344,84
1702506416.211586,83
1702506416.321088,83
1702506416.429630,83
1702506416.535688,84
1702506416.639561,84
1702506416.746792,84
1702506416.855192,84
1702506416.963683,84
1702506417.069622,83
1702506417.174272,84
1702506417.283385,84
1702506417.392371,84
1702506417.496684,83
1702506417.604352,84
1702506417.713635,84
1702506417.822527,85
1702506417.931824,85
1702506418.040174,84
1702506418.147912,84
1702506418.256628,83
1702506418.365509,83
1702506418.474797,83
1702506418.583365,83
1702506418.691676,84
1702506418.800314,84
1702506418.908962,84
1702506419.013720,84
1702506419.121451,85
1702506419.229820,85
1702506419.338457,84
1702506419.447115,84
1702506419.555083,83
1702506419.662500,83
1702506419.771688,83
1702506419.880322,83
1702506419.988774,84
1702506420.097564,83
1702506420.206652,83
1702506420.313227,83
1702506420.420870,83
1702506420.531548,84
1702506420.640370,84
1702506420.749033,84
1702506420.857553,85
1702506420.967124,84
1702506421.076915,83
1702506421.186358,84
1702506421.296216,84
1702506421.405062,84
1702506421.513631,84
1702506421.621867,84
1702506421.730825,84
1702506421.839638,84
1702506421.949052,85
1702506422.058170,85
1702506422.163517,85
1702506422.271241,85
1702506422.393688,85
1702506422.502410,85
1702506422.611149,85
1702506422.719923,85
1702506422.828277,84
1702506422.936787,84
1702506423.045806,85
1702506423.154943,85
1702506423.263020,86
1702506423.367629,86
1702506423.475041,86
1702506423.583832,87
1702506423.690000,87
1702506423.797349,87
1702506423.907107,87
1702506424.015500,87
1702506424.124877,86
1702506424.235714,86
1702506424.344352,87
1702506424.450467,87
1702506424.557193,87
1702506424.665078,88
1702506424.773838,88
1702506424.882475,89
1702506424.992018,88
1702506425.100724,88
1702506425.209640,88
1702506425.318288,89
1702506425.426637,88
1702506425.535486,88
1702506425.643622,89
1702506425.752485,88
1702506425.861415,89
1702506425.970086,89
1702506426.079621,89
1702506426.188396,88
1702506426.297250,90
1702506426.405979,90
1702506426.514545,90
1702506426.622944,90
1702506426.731537,90
1702506426.836424,90
1702506426.943737,89
1702506427.053233,90
1702506427.162771,89
